place_name,type,mention_count,total_digg,total_plays,max_followers,price_mentions,video_urls,confidence_high,popularity_score,aliases,gmaps_name,gmaps_place_id,gmaps_address,lat,lng,gmaps_rating,gmaps_reviews_count,gmaps_price_level,gmaps_phone,gmaps_website,gmaps_status,opening_hours_text,open_time,close_time,fuzzy_score,tiktok_raw,gmaps_raw,tiktok_score_norm,gmaps_score_norm,attraction_score,open_min,close_min,visit_duration_min,include_in_route
Tà Hũ Phớ,địa điểm checkin,1,73,16900,372,,https://www.tiktok.com/@quynhtim_family/video/7183902020577840427,1,11.76,,Tiệm tàu Hũ Phớ,ChIJC-Km5EATcTER3zgAULf5xj0,"146 Đường Hai Bà Trưng, Cam Ly - Đà Lạt, Lâm Đồng, Việt Nam",11.9460865,108.4336266,3.6,291,,0387 987 997,https://www.facebook.com/TauhuPHO05,OPERATIONAL,Thứ Hai: 11:00–23:00 | Thứ Ba: 11:00–23:00 | Thứ Tư: 11:00–23:00 | Thứ Năm: 11:00–23:00 | Thứ Sáu: 11:00–23:00 | Thứ Bảy: 11:00–23:00 | Chủ Nhật: 11:00–23:00,11:00,23:00,75.0,16.76,20.44,0.0019,0.4573,0.1841,660,1380,30,True
Quán ăn Mẹ Con Huế,chợ quán,1,515,32800,4487,,https://www.tiktok.com/@meconhueodalat/video/7612220469835517205,0,13.8,,Quán Ăn O Gái - BÚN BÒ HUẾ,ChIJUdMV2_1tcTERNG3KRGu4QAA,"12 Đ. Yết Kiêu, Cam Ly - Đà Lạt, Lâm Đồng, Việt Nam",11.948005,108.4261038,4.9,63,,0913 242 762,,OPERATIONAL,Thứ Hai: 06:00–12:00 | Thứ Ba: 06:00–12:00 | Thứ Tư: 06:00–12:00 | Thứ Năm: 06:00–12:00 | Thứ Sáu: 06:00–12:00 | Thứ Bảy: 06:00–12:00 | Chủ Nhật: 06:00–12:00,06:00,12:00,66.66666666666667,13.8,20.38,0.0011,0.456,0.183,360,720,45,True
B'Nơm Kitchen,chợ quán,1,334,33400,177400,rẻ,https://www.tiktok.com/@kuti20297/video/7522678391573613831,1,13.67,,B'Nơm Kitchen DALAT,ChIJ35dHCgBtcTERtwhLzLieC-o,"W87R+3X7, Tà Nung, Cam Ly - Đà Lạt, Lâm Đồng, Việt Nam",11.9128498,108.341755,4.4,96,,0983 362 569,,OPERATIONAL,,,,100,18.67,20.13,0.0025,0.4504,0.1816,,,45,True
Vintage Cafe 1991,cafe,1,38,4441,25800,,https://www.tiktok.com/@hoaquynhdalat/video/7352741823116234001,1,10.48,,Dalat Vintage 1991,ChIJAcBv8u1tcTERb_sENIGDx_I,"94 Đ. Hoàng Diệu, Cam Ly - Đà Lạt, Lâm Đồng 66000, Việt Nam",11.9421953,108.4227151,4.7,72,,0938 105 489,,OPERATIONAL,Thứ Hai: 07:00–23:00 | Thứ Ba: 07:00–23:00 | Thứ Tư: 07:00–23:00 | Thứ Năm: 07:00–23:00 | Thứ Sáu: 07:00–23:00 | Thứ Bảy: 07:00–22:30 | Chủ Nhật: 07:00–23:00,07:00,23:00,82.75862068965517,15.48,20.17,0.0016,0.4512,0.1814,420,1380,60,True
Thác 7 Tầng,thiên nhiên,5,8188,340477,140400,,https://www.tiktok.com/@didendaudo/video/7263684270265224449 | https://www.tiktok.com/@ngavuica/video/7218601994297101595,5,79.71,,Thác 7 tầng Păng Tiên,ChIJs78crUxucTERs1N3lrQDlC8,"Thôn Păng Tiên xã, X7GP+44P, Phú Sơn Lâm Hà, Lâm Đồng, Việt Nam",11.9753442,108.2853386,4.4,61,,,,OPERATIONAL,Thứ Hai: Mở cửa cả ngày | Thứ Ba: Mở cửa cả ngày | Thứ Tư: Mở cửa cả ngày | Thứ Năm: Mở cửa cả ngày | Thứ Sáu: Mở cửa cả ngày | Thứ Bảy: Mở cửa cả ngày | Chủ Nhật: Mở cửa cả ngày,00:00,,83.75,117.24,18.16,0.0307,0.4063,0.1809,0,,90,True
Tiệm Mì Kaito,chợ quán,1,6069,205700,29300,,https://www.tiktok.com/@nim.fav/video/7307841851686522119,1,36.64,,Tiệm mì Kaito,ChIJeQ-2Hq0TcTERH78sQMt8Xjc,"59 Nguyễn Trãi, Lâm Viên - Đà Lạt, Lâm Đồng, Việt Nam",11.9443796,108.454343,4.4,81,,0944 305 947,https://www.instagram.com/tiemmikaito?igsh=dzVqbHBzMXlwdW9r&utm_source=qr,OPERATIONAL,Thứ Hai: 08:30–19:30 | Thứ Ba: 08:30–19:30 | Thứ Tư: 08:30–19:30 | Thứ Năm: 08:30–19:30 | Thứ Sáu: 08:30–19:30 | Thứ Bảy: 08:30–19:00 | Chủ Nhật: 08:30–19:30,08:30,19:30,100,41.64,19.39,0.009,0.4339,0.179,510,1170,45,True
Guama Homestay,homestay,1,63,5933,69600,1tr1/ đêm,https://www.tiktok.com/@nguamodalat/video/7638250028758453524,1,10.66,,Geum Homestay,ChIJyeuR0hYTcTER8_MwG3kC7K0,"100/2 Yersin, Xuân Hương - Đà Lạt, Lâm Đồng 66000, Việt Nam",11.9427057,108.4521905,5,47,,0342 080 843,https://www.instagram.com/geumstay.dalat?igsh=MWZjeDlvdzhjaTJ3bg==,OPERATIONAL,,,,88.88888888888889,15.66,19.36,0.0016,0.4331,0.1742,,,0,False
Homestay Tranoi,homestay,1,4960,370600,74200,,https://www.tiktok.com/@ngoctran95_03/video/7349139757395479815,1,52.02,,Tròn HOMESTAY,ChIJrfGE6rETcTEROUlmnRwaxvc,"38/1 Đ. Trần Phú, Xuân Hương - Đà Lạt, Lâm Đồng 66000, Việt Nam",11.9379779,108.4321265,4.8,45,,0844 776 383,,OPERATIONAL,,,,85.71428571428572,57.02,18.38,0.0134,0.4112,0.1725,,,0,False
Tiệm cafe,cafe,2,18586,788800,60300,,https://www.tiktok.com/@chulamreview/video/7442942424147692817,0,117.47,Tiệm cafe bên suối | Tiệm cafe tại Đà Lạt,Tiệm Cafe Góc Nhỏ,ChIJw9r_RFgTcTERbCauSSr4yTE,"9A Hẻm Hoàng Hoa Thám, Xuân Hương - Đà Lạt, Lâm Đồng 66000, Việt Nam",11.9412499,108.4653503,4.9,32,,0769 808 080,http://andalat.vn/,OPERATIONAL,Thứ Hai: 07:00–15:00 | Thứ Ba: 07:00–15:00 | Thứ Tư: 07:00–15:00 | Thứ Năm: 07:00–15:00 | Thứ Sáu: 07:00–15:00 | Thứ Bảy: 07:00–15:00 | Chủ Nhật: 07:00–15:00,07:00,15:00,84.23076923076923,117.47,17.13,0.0307,0.3834,0.1718,420,900,60,True
Thác Voi,thiên nhiên,1,960,45800,5478,,https://www.tiktok.com/@lasapinettedalat/video/7511670124668046600,1,15.54,,Thác Voi,ChIJoxDbRf5BcTERi7FL1XsaLU8,"Thác Voi, Nam Ban Lâm Hà, Lâm Đồng, Việt Nam",11.8230091,108.3364973,3.9,125,,,,,,,,100,20.54,18.86,0.003,0.4221,0.1706,,,90,True
Quán Cơm Đà Lạt Ngon Như Cơm Mẹ Nấu,chợ quán,1,1406,84300,242400,,https://www.tiktok.com/@du_lich_dalat/video/7396907489075252487,1,19.84,,Quán cơm ngon đà lạt,ChIJCz95-SETcTERvqC7o5QKuIc,"42 Đường Phan Như Thạch, Xuân Hương - Đà Lạt, Lâm Đồng 66100, Việt Nam",11.9412146,108.43369,4,107,1,0978 969 413,https://shopeefood.vn/lam-dong/quan-com-ngon-phan-dinh-phung?smtt=0.0.9%20https://bit.ly/COMNGONHAIBATRUNG,OPERATIONAL,Thứ Hai: 09:00–20:30 | Thứ Ba: 09:00–20:30 | Thứ Tư: 09:00–20:30 | Thứ Năm: 09:00–20:30 | Thứ Sáu: 09:00–20:30 | Thứ Bảy: 09:00–20:30 | Chủ Nhật: 09:00–20:30,09:00,20:30,78.41463414634146,24.84,18.73,0.0042,0.4191,0.1702,540,1230,45,True
La Chérie Dalat, khách sạn,1,140,10300,2949,,https://www.tiktok.com/@congtyhoadalattravel.vn/video/7630011968153193748,1,11.17,,La Chérie Hotel Đà Lạt,ChIJ3a_LdAATcTERCERz87GCVEs,"5a Nam Kỳ Khởi Nghĩa, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9412008,108.4360892,4.2,87,,0888 849 038,https://www.facebook.com/profile.php?id=61582271587454,OPERATIONAL,,,,90.0,16.17,18.8,0.0018,0.4208,0.1694,,,0,False
Modalat Village,địa điểm checkin,1,10,342,2026,,https://www.tiktok.com/@m.dalats.village/video/7638127496793230613,1,10.04,,Mơ Dalats Village,ChIJ571E8o1tcTERjLJscDp1Z9E,"Hẻm 17 Nguyễn Đình Quân, Cam Ly - Đà Lạt, Lâm Đồng 66000, Việt Nam",11.9403234,108.4166633,4.6,59,,0916 099 053,,OPERATIONAL,,,,81.81818181818181,15.04,18.83,0.0014,0.4214,0.1694,,,30,True
Airdream Coffee Dalat,cafe,2,500,83170,184,,https://www.tiktok.com/@caphedalat01/video/7451922064589606152 | https://www.tiktok.com/@airdreamcafe/video/7638126017940376840,2,18.58,,Airdream Cafe,ChIJ2WUgDgATcTERjzPHn33KCAI,"3bis Đống Đa, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9239424,108.4450012,4.1,84,,0947 007 011,http://instagram.com/airdreamcafe,OPERATIONAL,Thứ Hai: 07:00–17:00 | Thứ Ba: 07:00–17:00 | Thứ Tư: 07:00–17:00 | Thứ Năm: 07:00–17:00 | Thứ Sáu: 07:00–17:00 | Thứ Bảy: 07:00–17:00 | Chủ Nhật: 07:00–17:00,07:00,17:00,85.71428571428572,38.82,18.21,0.0082,0.4076,0.168,420,1020,60,True
Cafe rừng nhiệt đới thu nhỏ,cafe,1,103,7005,39100,,https://www.tiktok.com/@vie.viee__/video/7622681539838561557,1,10.8,,Rừng Nhiệt Đới Cafe,ChIJTyKlQlkTcTER-pFkKIVsqHE,"63 Đèo Prenn, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9106381,108.4524076,3.7,154,,0914 232 832,,OPERATIONAL,Thứ Hai: 07:00–18:00 | Thứ Ba: 07:00–18:00 | Thứ Tư: 07:00–18:00 | Thứ Năm: 07:00–18:00 | Thứ Sáu: 07:00–18:00 | Thứ Bảy: 07:00–18:00 | Chủ Nhật: 07:00–18:00,07:00,18:00,82.6086956521739,15.8,18.66,0.0016,0.4176,0.168,420,1080,60,True
Cung đường Bắc Âu,địa điểm checkin,1,16000,486800,4567,,https://www.tiktok.com/@tiemcomganh/video/7590616146706042132,1,74.68,,Cung đường Bắc Âu,ChIJ68FSbAATcTERc3pMCDq30tw,"Nguyễn Hữu Cảnh, Lâm Viên - Đà Lạt, Lâm Đồng, Việt Nam",11.9677977,108.4432755,4.6,43,,,,OPERATIONAL,Thứ Hai: Mở cửa cả ngày | Thứ Ba: Mở cửa cả ngày | Thứ Tư: Mở cửa cả ngày | Thứ Năm: Mở cửa cả ngày | Thứ Sáu: Mở cửa cả ngày | Thứ Bảy: Mở cửa cả ngày | Chủ Nhật: Mở cửa cả ngày,00:00,,100,79.68,17.41,0.0199,0.3895,0.1678,0,,30,True
Tắm Thác,thiên nhiên,1,6448,189500,3686,,https://www.tiktok.com/@chillwith_us/video/7488924876611374341,1,35.4,,Thác Tàm Thàm,ChIJDSOJ9wFzcTERJWKfFCgiILo,"3CJG+G78, Lang Biang - Đà Lạt, Lâm Đồng, Việt Nam",12.0812819,108.4256957,4.7,46,,0909 085 183,,OPERATIONAL,,,,66.66666666666667,40.4,18.1,0.0087,0.4049,0.1672,,,90,True
Happy Hill Đà Lạt,địa điểm checkin,9,55690,1745287,1300000,,https://www.tiktok.com/@happyhill.dalat/video/7638534135786654997,9,320.22,,Happy Hostel,ChIJbwC6IzITcTERwoCsNmLg3xc,"F9 Đường Bà Triệu, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9373281,108.432648,3.9,19,,0987 639 053,,OPERATIONAL,Thứ Hai: 12:00–00:00 | Thứ Ba: 12:00–00:00 | Thứ Tư: 12:00–00:00 | Thứ Năm: 12:00–00:00 | Thứ Sáu: 12:00–00:00 | Thứ Bảy: 12:00–00:00 | Chủ Nhật: 12:00–00:00,12:00,00:00,72.72727272727273,365.22,11.68,0.1016,0.2614,0.1655,720,1440,30,True
Lơ Mơ Homestay,homestay,1,12800,714000,4533,200k/người,https://www.tiktok.com/@lomohomestay.dalat/video/7516782237312929042,1,94.2,,Mơ homestay,ChIJdSn7HwkTcTER5QFL9WYsBSc,"91 Đ. Hùng Vương, Xuân Trường - Đà Lạt, Lâm Đồng 66000, Việt Nam",11.9441969,108.4792135,4.7,33,,0909 090 685,https://www.facebook.com/profile.php?id=100091540500660&mibextid=LQQJ4d,OPERATIONAL,,,,100,99.2,16.57,0.0255,0.3709,0.1636,,,0,False
Zen Homestay Dalat,homestay,1,443,5714,1353,,https://www.tiktok.com/@zenhomestaydalat/video/7605968521306197256,1,11.01,,Zen Homestay,ChIJtVGZH78ScTERIPTeyv_u7RA,"34/42 Đường Ngô Tất Tố, Lâm Viên - Đà Lạt, Lâm Đồng, Việt Nam",11.9729082,108.4464553,4.2,74,,0973 999 745,,OPERATIONAL,,,,100,16.01,18.13,0.0017,0.4058,0.1633,,,0,False
Quán cơm Niêu,chợ quán,2,3023,231700,242400,,https://www.tiktok.com/@du_lich_dalat/video/7349758713667898625,0,46.19,Quán Cơm Niêu Ngon,Quán Cơm Niêu Như Ngọc,ChIJiQZwGi8TcTERjP-QvBkDWCQ,"6 Đường Nguyễn Thị Minh Khai, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9419785,108.4373147,3.5,119,,0263 3822 651,,OPERATIONAL,Thứ Hai: 06:00–20:00 | Thứ Ba: 06:00–20:00 | Thứ Tư: 06:00–20:00 | Thứ Năm: 06:00–20:00 | Thứ Sáu: 06:00–20:00 | Thứ Bảy: 06:00–20:00 | Chủ Nhật: 06:00–20:00,06:00,20:00,89.28571428571429,46.19,16.76,0.0103,0.3749,0.1562,360,1200,45,True
Căn Tin 59 Đà Lạt,chợ quán,2,9015,276100,70600,12k - 25k/ món,https://www.tiktok.com/@julepe.sheen/video/7503944643298479378 | https://www.tiktok.com/@quanngondalat/video/7522764403435982088,2,38.32,,Căn tin 59 - Quán ăn vặt Đà Lạt,ChIJ3SCZvDATcTERdZNEu3AT_oM,"2 Đ. Trần Nhân Tông, Lâm Viên - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9519049,108.4462427,4.8,29,,0786 050 694,,OPERATIONAL,Thứ Hai: 14:00–21:00 | Thứ Ba: 14:00–21:00 | Thứ Tư: 14:00–21:00 | Thứ Năm: 14:00–21:00 | Thứ Sáu: 14:00–21:00 | Thứ Bảy: 14:00–21:00 | Chủ Nhật: 14:00–21:00,14:00,21:00,77.5,66.62,16.33,0.0162,0.3653,0.1558,840,1260,45,True
Tiệm ăn vặt Đà Lạt,chợ quán,1,2939,108800,207700,,https://www.tiktok.com/@didalatcungtruc/video/7583956254150659348,0,23.82,,Tiệm ăn vặt THE.UMEE,ChIJj7ysCyETcTERFdyYrS3nkm0,"272 Phan Đình Phùng, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9506068,108.4340848,4.1,64,,0325 334 234,https://www.facebook.com/profile.php?id=100094007120502,OPERATIONAL,Thứ Hai: 10:00–22:00 | Thứ Ba: 10:00–22:00 | Thứ Tư: 10:00–22:00 | Thứ Năm: 10:00–22:00 | Thứ Sáu: 10:00–22:00 | Thứ Bảy: 10:00–22:00 | Chủ Nhật: 10:00–22:00,10:00,22:00,85.96774193548387,23.82,17.11,0.0039,0.383,0.1556,600,1320,45,True
Villa có hồ bơi nước nóng,homestay,1,33,1589,1192,,https://www.tiktok.com/@diadiem.luutru/video/7597404491700292882,1,10.19,,Villa Healing Home - Hồ bơi nước nóng,ChIJ43DASQATcTERjks8Jk9m16s,"WGW5+F76, Đường Xuân Thành, Trại Mát, Xuân Trường - Đà Lạt, Lâm Đồng, Việt Nam",11.9461597,108.5081287,4.5,45,,0829 252 251,,OPERATIONAL,Thứ Hai: 05:00–23:00 | Thứ Ba: 05:00–23:00 | Thứ Tư: 05:00–23:00 | Thứ Năm: 05:00–23:00 | Thứ Sáu: 05:00–23:00 | Thứ Bảy: 05:00–23:00 | Chủ Nhật: 05:00–23:00,05:00,23:00,76.66666666666666,15.19,17.23,0.0015,0.3855,0.1551,300,1380,0,False
Bức tường Hàn Quốc,địa điểm checkin,1,16000,486800,4567,,https://www.tiktok.com/@tiemcomganh/video/7590616146706042132,1,74.68,,Bức tường Hàn Quốc tại Đà Lạt,ChIJY7nJSwATcTERz9J5lWbiA6U,"63 Nguyễn Hữu Cảnh, Lâm Viên - Đà Lạt, Lâm Đồng, Việt Nam",11.9677108,108.4407164,4.6,31,,,,OPERATIONAL,Thứ Hai: Mở cửa cả ngày | Thứ Ba: Mở cửa cả ngày | Thứ Tư: Mở cửa cả ngày | Thứ Năm: Mở cửa cả ngày | Thứ Sáu: Mở cửa cả ngày | Thứ Bảy: Mở cửa cả ngày | Chủ Nhật: Mở cửa cả ngày,00:00,,100,79.68,15.94,0.0199,0.3567,0.1546,0,,30,True
Quán lẩu nướng Cô Xuân,chợ quán,1,2311,137100,315100,,https://www.tiktok.com/@bananzidong/video/7490785825370688776,1,26.02,,Lẩu Bò Tứ Xuyên - Nướng,ChIJAeyLNgATcTERrllMULuqiF4,"12 Yersin, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9400921,108.4492492,4.5,41,,0879 452 168,,OPERATIONAL,Thứ Hai: Mở cửa cả ngày | Thứ Ba: Mở cửa cả ngày | Thứ Tư: Mở cửa cả ngày | Thứ Năm: Mở cửa cả ngày | Thứ Sáu: Mở cửa cả ngày | Thứ Bảy: Mở cửa cả ngày | Chủ Nhật: Mở cửa cả ngày,00:00,,69.76744186046511,31.02,16.82,0.006,0.3764,0.1541,0,,45,True
Lưng Chừng Home,homestay,2,11952,640700,92900,,https://www.tiktok.com/@reviewhomestaydalat/video/7591455298607484181,2,96.02,,Lưng Chừng Home,ChIJRanaRAgTcTERYK0tvlId-9I,"31/8 Đường 3/4, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9202499,108.4475922,4.2,37,,0975 667 570,https://www.facebook.com/lungchunghome,OPERATIONAL,,,,100,106.02,15.28,0.0274,0.3419,0.1532,,,0,False
L'amant de Dalat,homestay,2,3418,117938,1192,,https://www.tiktok.com/@lamant.de.dalat/video/7616637200691678484,2,35.21,,L'amant de DALAT,ChIJ2T4m5KMTcTERQc9miObJfKY,"05 Nguyễn Thị Nghĩa, Xuân Hương - Đà Lạt, Lâm Đồng 66000, Việt Nam",11.9477756,108.4403935,4.7,32,,0379 414 686,,OPERATIONAL,,,,100,45.21,16.43,0.0101,0.3677,0.1531,,,0,False
Nhà mới Nguyễn Hoàng,khách sạn,1,34,1203,48,2tỷ250tr,https://www.tiktok.com/@hongvanbdsdalat/video/7638251643766885653,1,10.15,,Nhà Nghỉ Cao Nguyên,ChIJ1dWp4R4TcTERgBgc4DPNGBI,"1 Nguyễn Trãi, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9413641,108.4537452,4,66,,0263 3821 769,,OPERATIONAL,,,,66.66666666666667,15.15,16.82,0.0015,0.3763,0.1514,,,0,False
Đỉnh Langbiang,thiên nhiên,1,2913,246300,30100,,https://www.tiktok.com/@ha.didau/video/7447872324709256466,1,37.54,,Đỉnh Langbiang,ChIJMxXpEgANcTER1swISXhp4lA,"2CWR+X7, Lang Biang - Đà Lạt, Lâm Đồng, Việt Nam",12.0474337,108.4407372,4.7,30,,,,OPERATIONAL,,,,100,42.54,16.14,0.0093,0.3612,0.15,,,90,True
Tiệm Cơm Gia Đình Ngon,chợ quán,3,40579,2821500,242500,bình dân,https://www.tiktok.com/@du_lich_dalat/video/7325313221819108610 | https://www.tiktok.com/@du_lich_dalat/video/7388817194697755912 | https://www.tiktok.com/@quanngondalat/video/7540213903972666645,1,239.5,,Quán Cơm Gia Đình,ChIJP75VU6ATcTERF7BquNCREUY,"70b Đ. Bùi Thị Xuân, Lâm Viên - Đà Lạt, Lâm Đồng, Việt Nam",11.954052,108.440315,4,11,,,,OPERATIONAL,Thứ Hai: Đóng cửa | Thứ Ba: Đóng cửa | Thứ Tư: Đóng cửa | Thứ Năm: Đóng cửa | Thứ Sáu: Đóng cửa | Thứ Bảy: Đóng cửa | Chủ Nhật: Mở cửa cả ngày,00:00,00:00,71.7948717948718,357.73,9.94,0.0994,0.2224,0.1486,0,0,45,True
Banh Mi Xiu Mai,chợ quán,2,1128,66645,71100,,https://www.tiktok.com/@two_peas_abroad/video/7549937570201816342,0,27.79,,Bánh Mì Xíu Mại 21,ChIJ1SnIKTYTcTERlCDnbPRL2js,"21 Nguyễn Công Trứ, Lâm Viên - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9551916,108.4408778,4.2,44,,0972 037 771,,OPERATIONAL,Thứ Hai: 05:00–11:30 | Thứ Ba: 05:00–11:30 | Thứ Tư: 05:00–11:30 | Thứ Năm: 05:00–11:30 | Thứ Sáu: 05:00–11:30 | Thứ Bảy: 05:00–11:30 | Chủ Nhật: 05:00–11:30,05:00,11:30,66.66666666666667,27.79,15.99,0.0051,0.3578,0.1461,300,690,45,True
Vị Nhà,nhà hàng,3,26574,546198,586,,https://www.tiktok.com/@vinhatiemcomdalat/video/7631789139515428114,2,111.19,,Tiệm Cơm Vị Nhà - Đà Lạt,ChIJdSTvEaFtcTER6QyexjqIpaw,"87 Đường Tô Hiến Thành, Xuân Hương - Đà Lạt, Lâm Đồng 66000, Việt Nam",11.9284242,108.4432594,4.8,18,,0918 634 961,,OPERATIONAL,Thứ Hai: 06:00–16:00 | Thứ Ba: 06:00–16:00 | Thứ Tư: 06:00–16:00 | Thứ Năm: 06:00–16:00 | Thứ Sáu: 06:00–16:00 | Thứ Bảy: 06:00–16:00 | Chủ Nhật: 06:00–16:00,06:00,16:00,72.14285714285714,121.19,14.13,0.0318,0.3163,0.1456,360,960,60,True
Thác Lien Khuong,thiên nhiên,1,1094,97800,8227,,https://www.tiktok.com/@dalatcungtico/video/7234122283558767877,1,20.87,,Thác Liên Khương,ChIJTd9uJgBBcTERRCh6adV6D1c,"305a QL20, Liên Khương, Đức Trọng, Lâm Đồng, Việt Nam",11.7491438,108.383412,4.3,40,,,,OPERATIONAL,,,,81.25,25.87,15.97,0.0045,0.3573,0.1456,,,90,True
Quán ăn vặt ngon Đà Lạt,chợ quán,2,8900,275000,5685,,https://www.tiktok.com/@quanngondalat/video/7540213903972666645 | https://www.tiktok.com/@didalatcungtruc/video/7457163819102637320,0,30.52,,Ăn vặt NiON,ChIJP01sVRsTcTERN1vSHj1vUn0,"17, 21 Đ. Hùng Vương, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9431098,108.4616628,4.9,22,,0396 479 727,,OPERATIONAL,Thứ Hai: 08:00–22:00 | Thứ Ba: 08:00–22:00 | Thứ Tư: 08:00–22:00 | Thứ Năm: 08:00–22:00 | Thứ Sáu: 08:00–22:00 | Thứ Bảy: 08:00–22:00 | Chủ Nhật: 08:00–22:00,08:00,22:00,74.07407407407408,56.4,15.36,0.0133,0.3438,0.1455,480,1320,45,True
Tiệm Bánh Tráng Nho Nhỏ,chợ quán,2,22815,683984,1928,,https://www.tiktok.com/@tiembanhtrangnhin/video/7603237047783918868 | https://www.tiktok.com/@tiembanhtrangnhin/video/7638802322600152341,0,101.12,,Bánh Tráng Nhi Nhỏ,ChIJ4XDCVq4TcTERGl0UGBeIfIw,"16 Phan Bội Châu, Xuân Hương - Đà Lạt, Lâm Đồng 67000, Việt Nam",11.9442176,108.4371885,3.9,38,,,,OPERATIONAL,Thứ Hai: 15:00–22:00 | Thứ Ba: 15:00–22:00 | Thứ Tư: 15:00–22:00 | Thứ Năm: 14:30–22:00 | Thứ Sáu: 15:00–22:00 | Thứ Bảy: 15:00–22:00 | Chủ Nhật: 15:00–22:00,15:00,22:00,82.92682926829268,111.21,14.29,0.0289,0.3197,0.1452,900,1320,45,True
Tiệm ăn vặt Ying Đà Lạt,chợ quán,2,5119,240400,207700,,https://www.tiktok.com/@didalatcungtruc/video/7483496164009069831 | https://www.tiktok.com/@didalatcungtruc/video/7466082656061672712,1,25.21,,ĂN VẶT KIẾM YING,ChIJGcJlIAATcTERsoYsJ2PxbrM,"17/3 Hẻm 21 Mai Hắc Đế, Cam Ly - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9483322,108.4289784,5,20,,,,OPERATIONAL,,,,87.5,54.16,15.22,0.0126,0.3406,0.1438,,,45,True
Vạn Hoa Đà Lạt,địa điểm checkin,1,1,67,8007,,https://www.tiktok.com/@kdlvanhoadalat/video/7638834313928199445,1,10.01,,Đà Lạt và Hoa,ChIJg0vektNscTERnAqYmDMQFls,"1 Đường Nguyễn Khuyến, Cam Ly - Đà Lạt, Lâm Đồng, Việt Nam",11.9435676,108.4239565,4.5,33,,0263 3821 799,,OPERATIONAL,Thứ Hai: 05:00–23:00 | Thứ Ba: 05:00–23:00 | Thứ Tư: 05:00–23:00 | Thứ Năm: 05:00–23:00 | Thứ Sáu: 05:00–23:00 | Thứ Bảy: 05:00–23:00 | Chủ Nhật: 05:00–23:00,05:00,23:00,76.92307692307692,15.01,15.87,0.0014,0.3551,0.1429,300,1380,30,True
Tiệm ăn vặt Mây Hồng,chợ quán,1,484,19700,207700,,https://www.tiktok.com/@didalatcungtruc/video/7632508485653171477,1,12.45,,Ăn vặt rẻ nhất đà lạt MÂY HỒNG,ChIJRfA3WpETcTERhrBST_btAuc,"367/4/20, Phan Đình Phùng, Xuân Hương - Đà Lạt, Lâm Đồng 66000, Việt Nam",11.9512734,108.4331842,5,22,,0914 179 988,,OPERATIONAL,Thứ Hai: 06:30–21:00 | Thứ Ba: 06:30–21:00 | Thứ Tư: 06:30–21:00 | Thứ Năm: 06:30–21:00 | Thứ Sáu: 06:30–21:00 | Thứ Bảy: 06:30–21:00 | Chủ Nhật: 06:30–21:00,06:30,21:00,79.06976744186046,17.45,15.68,0.0021,0.3508,0.1416,390,1260,45,True
RIN Hotel Dalat,khách sạn,1,52,2578,280,,https://www.tiktok.com/@rin.hotel/video/7632590461282045202,1,10.31,,RIN HOTEL DALAT,ChIJYSvsKQATcTERKgh8TOcFPRM,"19 Đường Đống Đa, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.924607,108.4433909,5,22,,0836 796 565,https://rinhotel.com/,OPERATIONAL,,,,100,15.31,15.68,0.0015,0.3508,0.1412,,,0,False
Sia Home,homestay,1,3893,269300,40200,,https://www.tiktok.com/@shundidau_/video/7626742396323187988,1,40.82,,Siba Home - Đà Lạt,ChIJr95lDHhtcTERpgZ3R92ytGo,"B30 Đ. Mạc Đĩnh Chi, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9409715,108.4271844,4.8,22,,0918 650 283,https://www.facebook.com/Sibahomedalat,OPERATIONAL,,,,94.11764705882352,45.82,15.05,0.0102,0.3368,0.1408,,,0,False
Thác Prenn,thiên nhiên,2,2054,143600,8227,,https://www.tiktok.com/@dalatcungtico/video/7234122283558767877,2,36.41,,Thác Prenn,ChIJSQdxmfYUcTERyz6-EqirjDA,"Thác Prenn, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.875402,108.4709445,3.1,126,,,,,,,,100,46.41,15.02,0.0104,0.336,0.1407,,,90,True
